0	1.932987
1	1.923255
2	1.910209
3	1.896058
4	1.881755
5	1.867707
6	1.853582
7	1.839471
8	1.825658
9	1.811860
10	1.798263
11	1.784936
12	1.771324
13	1.758314
14	1.745246
15	1.732067
16	1.719188
17	1.706234
18	1.693438
19	1.680704
20	1.668182
21	1.655637
22	1.643312
23	1.630689
24	1.618548
25	1.606343
26	1.594123
27	1.582193
28	1.569802
29	1.558211
30	1.545696
31	1.534152
32	1.522221
33	1.510627
34	1.499388
35	1.487413
36	1.475746
37	1.464350
38	1.452995
39	1.440950
40	1.430131
41	1.418545
42	1.407485
43	1.396698
44	1.385400
45	1.373860
46	1.363356
47	1.353230
48	1.342631
49	1.330878
50	1.320348
51	1.310411
52	1.299549
53	1.289120
54	1.280155
55	1.269501
56	1.260027
57	1.250194
58	1.240644
59	1.230925
60	1.222950
61	1.212698
62	1.203429
63	1.194580
64	1.184262
65	1.176006
66	1.168134
67	1.158389
68	1.149885
69	1.142322
70	1.136211
71	1.130998
72	1.122221
73	1.113513
74	1.106196
75	1.099490
76	1.091753
77	1.082091
78	1.077284
79	1.071737
80	1.063598
81	1.057113
82	1.048567
83	1.041985
84	1.034329
85	1.026768
86	1.019275
87	1.012147
88	1.003613
89	0.997402
90	0.989992
91	0.983468
92	0.977567
93	0.969558
94	0.963037
95	0.956277
96	0.950381
97	0.940965
98	0.935678
99	0.928504
100	0.921906
101	0.916354
102	0.910003
103	0.904027
104	0.899039
105	0.890112
106	0.883857
107	0.878259
108	0.872021
109	0.866600
110	0.860522
111	0.854569
112	0.848277
113	0.842011
114	0.838068
115	0.830072
116	0.825389
117	0.821711
118	0.814034
119	0.808558
120	0.802331
121	0.798500
122	0.791629
123	0.786385
124	0.781841
125	0.776555
126	0.771966
127	0.766065
128	0.760262
129	0.756038
130	0.751100
131	0.746364
132	0.741915
133	0.737370
134	0.730582
135	0.727137
136	0.722331
137	0.717342
138	0.713467
139	0.706849
140	0.701795
141	0.697780
142	0.693988
143	0.688004
144	0.684791
145	0.678733
146	0.676530
147	0.670766
148	0.666219
149	0.661658
150	0.658744
151	0.653397
152	0.650534
153	0.646119
154	0.639916
155	0.638430
156	0.633716
157	0.629792
158	0.625826
159	0.622818
160	0.617125
161	0.614122
162	0.609788
163	0.605348
164	0.602308
165	0.598849
166	0.594840
167	0.590086
168	0.588273
169	0.583961
170	0.579459
171	0.576878
172	0.573999
173	0.569671
174	0.567914
175	0.562156
176	0.558632
177	0.555908
178	0.552483
179	0.548654
180	0.545400
181	0.543379
182	0.538095
183	0.536266
184	0.534909
185	0.530455
186	0.526143
187	0.524713
188	0.522097
189	0.517309
190	0.513890
191	0.511147
192	0.508488
193	0.505554
194	0.502100
195	0.499589
196	0.498371
197	0.494624
198	0.492642
199	0.487611
200	0.487407
201	0.483161
202	0.480514
203	0.478810
204	0.475258
205	0.472166
206	0.469122
207	0.466852
208	0.463151
209	0.463156
210	0.460235
211	0.455898
212	0.454574
213	0.450941
214	0.449058
215	0.446305
216	0.443756
217	0.442539
218	0.439089
219	0.437654
220	0.435206
221	0.433291
222	0.431291
223	0.427836
224	0.425655
225	0.423500
226	0.422223
227	0.417931
228	0.417758
229	0.414638
230	0.412539
231	0.410791
232	0.407955
233	0.406283
234	0.403293
235	0.399950
236	0.398814
237	0.397282
238	0.394490
239	0.394320
240	0.391106
241	0.389284
242	0.386488
243	0.384905
244	0.384083
245	0.382966
246	0.379020
247	0.377937
248	0.376067
249	0.373698
250	0.372607
251	0.370482
252	0.367596
253	0.366915
254	0.365338
255	0.363231
256	0.360608
257	0.361255
258	0.357226
259	0.356367
260	0.354193
261	0.352242
262	0.351806
263	0.350605
264	0.347833
265	0.345575
266	0.344222
267	0.342473
268	0.340976
269	0.339438
270	0.337569
271	0.336871
272	0.335397
273	0.333532
274	0.331881
275	0.330143
276	0.328422
277	0.327278
278	0.326146
279	0.324341
280	0.322339
281	0.321381
282	0.321028
283	0.318049
284	0.317354
285	0.316083
286	0.313328
287	0.314780
288	0.313810
289	0.308877
290	0.308698
291	0.307987
292	0.305747
293	0.304852
294	0.304377
295	0.300922
296	0.300119
297	0.298981
298	0.299138
299	0.296682
300	0.297013
301	0.294822
302	0.293719
303	0.292466
304	0.291470
305	0.289600
306	0.287689
307	0.288307
308	0.285713
309	0.285758
310	0.286084
311	0.284389
312	0.280890
313	0.279845
314	0.281274
315	0.278906
316	0.278712
317	0.275137
318	0.274651
319	0.275506
320	0.271786
321	0.272051
322	0.269285
323	0.269460
324	0.268583
325	0.267052
