326	0.265555
327	0.266039
328	0.264401
329	0.263245
330	0.263293
331	0.262902
332	0.260506
333	0.259304
334	0.257636
335	0.256900
336	0.256182
337	0.254514
338	0.255084
339	0.254472
340	0.251985
341	0.250644
342	0.250812
343	0.249335
344	0.250346
345	0.248550
346	0.247313
347	0.246037
348	0.244788
349	0.243604
350	0.244153
351	0.242663
352	0.242172
353	0.242770
354	0.238564
355	0.241063
356	0.237241
357	0.238027
358	0.237060
359	0.235901
360	0.234768
361	0.234992
362	0.232536
363	0.232122
364	0.232032
365	0.230206
366	0.230440
367	0.230212
368	0.227999
369	0.228200
370	0.228463
371	0.226856
372	0.226512
373	0.224804
374	0.224825
375	0.222675
376	0.221147
377	0.222154
378	0.221975
379	0.221848
380	0.220649
381	0.218859
382	0.218833
383	0.217065
384	0.217759
385	0.217379
386	0.214684
387	0.215128
388	0.215308
389	0.213487
390	0.212268
391	0.211463
392	0.212475
393	0.210826
394	0.210416
395	0.209254
396	0.208614
397	0.208805
398	0.208068
399	0.207197
400	0.206782
401	0.205896
402	0.205914
403	0.205073
404	0.205671
405	0.204819
406	0.203900
407	0.201611
408	0.201940
409	0.201526
410	0.201937
411	0.199994
412	0.200220
413	0.200357
414	0.198358
415	0.197163
416	0.196848
417	0.196739
418	0.196747
419	0.195945
420	0.194955
421	0.194966
422	0.193455
423	0.194296
424	0.192768
425	0.193255
426	0.191698
427	0.191151
428	0.190953
429	0.190878
430	0.190160
431	0.189447
432	0.187237
433	0.186612
434	0.187644
435	0.188413
436	0.186500
437	0.186934
438	0.185733
439	0.184575
440	0.184346
441	0.183925
442	0.183104
443	0.183132
444	0.181933
445	0.182717
446	0.182691
447	0.181898
448	0.181843
449	0.180869
450	0.182333
451	0.180429
452	0.179868
453	0.178312
454	0.178691
455	0.178494
456	0.178054
457	0.177398
458	0.177083
459	0.176581
460	0.176397
461	0.176141
462	0.174504
463	0.175007
464	0.177449
465	0.173551
466	0.173333
467	0.173368
468	0.172834
469	0.170916
470	0.173275
471	0.173442
472	0.170116
473	0.171056
474	0.170770
475	0.171583
476	0.170934
477	0.168774
478	0.167084
479	0.167632
480	0.167422
481	0.166288
482	0.166392
483	0.167957
484	0.166574
485	0.166621
486	0.167828
487	0.166030
488	0.166369
489	0.166078
490	0.163778
491	0.164588
492	0.163497
493	0.163170
494	0.162361
495	0.162267
496	0.161701
497	0.160458
498	0.161176
499	0.160862
500	0.159542
501	0.159989
502	0.159435
503	0.158740
504	0.159459
505	0.158922
506	0.158439
507	0.156640
508	0.158323
509	0.158491
510	0.156513
511	0.157759
512	0.155447
513	0.156605
514	0.155176
515	0.156661
516	0.155353
517	0.155324
518	0.152600
519	0.155493
520	0.153227
521	0.153528
522	0.153146
523	0.151919
524	0.152487
525	0.153304
526	0.152323
527	0.151680
528	0.150567
529	0.149909
530	0.151240
531	0.150010
532	0.149604
533	0.149297
534	0.149223
535	0.149750
536	0.148567
537	0.149704
538	0.148929
539	0.148065
540	0.146981
541	0.148414
542	0.145491
543	0.145258
544	0.147626
545	0.148011
546	0.147002
547	0.148105
548	0.144597
549	0.145129
550	0.144789
551	0.146515
552	0.144849
553	0.144921
554	0.144417
555	0.143572
556	0.144189
557	0.143504
558	0.143207
559	0.142500
560	0.143211
561	0.142149
562	0.141757
563	0.140767
564	0.142154
565	0.140355
566	0.141772
567	0.139465
568	0.139653
569	0.139459
570	0.140744
571	0.138975
572	0.138557
573	0.139359
574	0.140721
575	0.137969
576	0.137626
577	0.137747
578	0.137306
579	0.137471
580	0.136966
581	0.137214
582	0.136746
583	0.137184
584	0.137969
585	0.136830
586	0.135154
587	0.136666
588	0.135650
589	0.134724
590	0.135606
591	0.134669
592	0.133354
593	0.134410
594	0.133941
595	0.134233
596	0.133458
597	0.133676
598	0.134404
599	0.131855
600	0.135007
601	0.132416
602	0.131986
603	0.131477
604	0.132253
605	0.133298
606	0.132701
607	0.132402
608	0.132672
609	0.132703
610	0.130434
611	0.129492
612	0.130981
613	0.131827
614	0.130609
615	0.129771
616	0.129760
617	0.131269
618	0.130854
619	0.129647
620	0.130010
621	0.128892
622	0.128479
623	0.129089
624	0.126993
625	0.127675
626	0.127196
627	0.128193
628	0.127419
629	0.126417
630	0.127230
631	0.127068
632	0.127082
633	0.124972
634	0.128696
635	0.127438
636	0.126195
637	0.128726
638	0.124946
639	0.125676
640	0.124635
641	0.124071
642	0.125171
643	0.124250
644	0.124476
645	0.124013
646	0.123594
647	0.124801
648	0.124017
649	0.125594
650	0.124534
651	0.122711
652	0.122267
653	0.121229
654	0.122409
655	0.123352
656	0.123970
657	0.122410
658	0.122215
659	0.122691
660	0.122055
661	0.121738
662	0.123676
663	0.121041
664	0.122542
665	0.121385
666	0.120978
667	0.119799
668	0.120653
669	0.121411
670	0.119920
671	0.119716
672	0.120124
673	0.121085
674	0.119661
675	0.119388
676	0.121676
677	0.121241
678	0.119008
679	0.121008
680	0.119810
681	0.119043
682	0.119422
683	0.120125
684	0.118096
685	0.118406
686	0.119389
687	0.117478
688	0.118052
689	0.118264
690	0.117550
691	0.116907
692	0.117376
693	0.117685
694	0.117731
695	0.117985
696	0.116889
697	0.116547
698	0.117501
699	0.115760
700	0.116810
701	0.116394
702	0.114753
703	0.114570
704	0.115326
705	0.116015
706	0.114290
707	0.115369
